filename,label
angry/angry-contempt/im344_2.png,angry
angry/angry-contempt/im1318.png,angry
angry/angry-contempt/im2178.png,angry
angry/angry-contempt/im3912.png,angry
angry/angry-contempt/im3913.png,angry
angry/angry-disapproval/im19.png,angry
angry/angry-disapproval/im97.png,angry
angry/angry-disapproval/im146.png,angry
angry/angry-disapproval/im155.png,angry
angry/angry-disapproval/im193.png,angry
angry/angry-disapproval/im200.png,angry
angry/angry-disapproval/im203.png,angry
angry/angry-disapproval/im359_1.png,angry
angry/angry-disapproval/im649.png,angry
angry/angry-disapproval/im1097.png,angry
angry/angry-disapproval/im1583.png,angry
angry/angry-disapproval/im1734.png,angry
angry/angry-disapproval/im1996.png,angry
angry/angry-disapproval/im2003.png,angry
angry/angry-disapproval/im2014.png,angry
angry/angry-disapproval/im2089.png,angry
angry/angry-disapproval/im2457.png,angry
angry/angry-disapproval/im2719.png,angry
angry/angry-disapproval/im2818.png,angry
angry/angry-disapproval/im3231.png,angry
angry/angry-disapproval/im3497_1.png,angry
angry/angry-disapproval/im3738.png,angry
angry/angry-disapproval/im3876.png,angry
angry/angry-frowning/im172_1.png,angry
angry/angry-frowning/im245.png,angry
angry/angry-frowning/im264.png,angry
angry/angry-frowning/im408_1.png,angry
angry/angry-frowning/im428.png,angry
angry/angry-frowning/im719.png,angry
angry/angry-frowning/im731.png,angry
angry/angry-frowning/im1037.png,angry
angry/angry-frowning/im1291.png,angry
angry/angry-frowning/im1710.png,angry
angry/angry-frowning/im1967.png,angry
angry/angry-frowning/im2193.png,angry
angry/angry-frowning/im2342.png,angry
angry/angry-frowning/im2401.png,angry
angry/angry-frowning/im2742.png,angry
angry/angry-frowning/im2924.png,angry
angry/angry-frowning/im3292.png,angry
angry/angry-frowning/im3470.png,angry
angry/angry-frowning/im3650.png,angry
angry/angry-frowning/im3965.png,angry
angry/attention-angry/im139.png,angry
angry/attention-angry/im765.png,angry
angry/attention-angry/im868.png,angry
angry/attention-angry/im910.png,angry
angry/attention-angry/im1177.png,angry
angry/attention-angry/im1237.png,angry
angry/attention-angry/im1265.png,angry
angry/attention-angry/im1274.png,angry
angry/attention-angry/im1602.png,angry
angry/attention-angry/im1670.png,angry
angry/attention-angry/im1898_1.png,angry
angry/attention-angry/im2612.png,angry
angry/attention-angry/im2710.png,angry
angry/attention-angry/im2759.png,angry
angry/attention-angry/im2834.png,angry
angry/attention-angry/im2873.png,angry
angry/attention-angry/im3015.png,angry
angry/attention-angry/im3095.png,angry
