filename,label
angry/angry-contempt/im344_2.png,negative
angry/angry-contempt/im1318.png,negative
angry/angry-contempt/im2178.png,negative
angry/angry-contempt/im3912.png,negative
angry/angry-contempt/im3913.png,negative
angry/angry-disapproval/im19.png,negative
angry/angry-disapproval/im97.png,negative
angry/angry-disapproval/im146.png,negative
angry/angry-disapproval/im155.png,negative
angry/angry-disapproval/im193.png,negative
angry/angry-disapproval/im200.png,negative
angry/angry-disapproval/im203.png,negative
angry/angry-disapproval/im359_1.png,negative
angry/angry-disapproval/im649.png,negative
angry/angry-disapproval/im1097.png,negative
angry/angry-disapproval/im1583.png,negative
angry/angry-disapproval/im1734.png,negative
angry/angry-disapproval/im1996.png,negative
angry/angry-disapproval/im2003.png,negative
angry/angry-disapproval/im2014.png,negative
angry/angry-disapproval/im2089.png,negative
angry/angry-disapproval/im2457.png,negative
angry/angry-disapproval/im2719.png,negative
angry/angry-disapproval/im2818.png,negative
angry/angry-disapproval/im3231.png,negative
angry/angry-disapproval/im3497_1.png,negative
angry/angry-disapproval/im3738.png,negative
angry/angry-disapproval/im3876.png,negative
angry/angry-frowning/im172_1.png,negative
angry/angry-frowning/im245.png,negative
angry/angry-frowning/im264.png,negative
angry/angry-frowning/im408_1.png,negative
angry/angry-frowning/im428.png,negative
angry/angry-frowning/im719.png,negative
angry/angry-frowning/im731.png,negative
angry/angry-frowning/im1037.png,negative
angry/angry-frowning/im1291.png,negative
angry/angry-frowning/im1710.png,negative
angry/angry-frowning/im1967.png,negative
angry/angry-frowning/im2193.png,negative
angry/angry-frowning/im2342.png,negative
angry/angry-frowning/im2401.png,negative
angry/angry-frowning/im2742.png,negative
angry/angry-frowning/im2924.png,negative
angry/angry-frowning/im3292.png,negative
angry/angry-frowning/im3470.png,negative
angry/angry-frowning/im3650.png,negative
angry/angry-frowning/im3965.png,negative
angry/attention-angry/im139.png,negative
angry/attention-angry/im765.png,negative
angry/attention-angry/im868.png,negative
angry/attention-angry/im910.png,negative
angry/attention-angry/im1177.png,negative
angry/attention-angry/im1237.png,negative
angry/attention-angry/im1265.png,negative
angry/attention-angry/im1274.png,negative
angry/attention-angry/im1602.png,negative
angry/attention-angry/im1670.png,negative
angry/attention-angry/im1898_1.png,negative
angry/attention-angry/im2612.png,negative
angry/attention-angry/im2710.png,negative
angry/attention-angry/im2759.png,negative
angry/attention-angry/im2834.png,negative
angry/attention-angry/im2873.png,negative
angry/attention-angry/im3015.png,negative
angry/attention-angry/im3095.png,negative
angry/attention-angry/im3172.png,negative
angry/attention-angry/im3281.png,negative
angry/attention-angry/im3369.png,negative
angry/attention-angry/im3597.png,negative
angry/attention-angry/im3872_1.png,negative
angry/attention-angry/im3892.png,negative
angry/attention-angry/im3929.png,negative
angry/clenching-teeth/im6.png,negative
angry/clenching-teeth/im13.png,negative
angry/clenching-teeth/im106.png,negative
angry/clenching-teeth/im113.png,negative
angry/clenching-teeth/im129.png,negative
angry/clenching-teeth/im161.png,negative
angry/clenching-teeth/im205_2.png,negative
angry/clenching-teeth/im247.png,negative
angry/clenching-teeth/im267.png,negative
angry/clenching-teeth/im314.png,negative
angry/clenching-teeth/im315.png,negative
angry/clenching-teeth/im323.png,negative
angry/clenching-teeth/im367.png,negative
angry/clenching-teeth/im373.png,negative
angry/clenching-teeth/im375.png,negative
angry/clenching-teeth/im382.png,negative
angry/clenching-teeth/im397.png,negative
angry/clenching-teeth/im410.png,negative
angry/clenching-teeth/im414.png,negative
angry/clenching-teeth/im536.png,negative
angry/clenching-teeth/im564.png,negative
angry/clenching-teeth/im610.png,negative
angry/clenching-teeth/im611.png,negative
angry/clenching-teeth/im620.png,negative
angry/clenching-teeth/im695.png,negative
angry/clenching-teeth/im697.png,negative
angry/clenching-teeth/im699.png,negative
angry/clenching-teeth/im748.png,negative
angry/clenching-teeth/im789.png,negative
angry/clenching-teeth/im849.png,negative
angry/clenching-teeth/im865.png,negative
angry/clenching-teeth/im876.png,negative
angry/clenching-teeth/im904.png,negative
angry/clenching-teeth/im906.png,negative
angry/clenching-teeth/im928.png,negative
angry/clenching-teeth/im960.png,negative
angry/clenching-teeth/im984_2.png,negative
angry/clenching-teeth/im988.png,negative
angry/clenching-teeth/im1045.png,negative
angry/clenching-teeth/im1080.png,negative
angry/clenching-teeth/im1084.png,negative
angry/clenching-teeth/im1085.png,negative
angry/clenching-teeth/im1088.png,negative
angry/clenching-teeth/im1092.png,negative
angry/clenching-teeth/im1109.png,negative
angry/clenching-teeth/im1114.png,negative
angry/clenching-teeth/im1118.png,negative
angry/clenching-teeth/im1119.png,negative
angry/clenching-teeth/im1125.png,negative
angry/clenching-teeth/im1153.png,negative
angry/clenching-teeth/im1154.png,negative
angry/clenching-teeth/im1166.png,negative
angry/clenching-teeth/im1173.png,negative
angry/clenching-teeth/im1179.png,negative
angry/clenching-teeth/im1206.png,negative
angry/clenching-teeth/im1243.png,negative
angry/clenching-teeth/im1249.png,negative
angry/clenching-teeth/im1310.png,negative
angry/clenching-teeth/im1322.png,negative
angry/clenching-teeth/im1343.png,negative
angry/clenching-teeth/im1356_2.png,negative
angry/clenching-teeth/im1367.png,negative
angry/clenching-teeth/im1410.png,negative
angry/clenching-teeth/im1449.png,negative
angry/clenching-teeth/im1479.png,negative
angry/clenching-teeth/im1482.png,negative
angry/clenching-teeth/im1510.png,negative
angry/clenching-teeth/im1542.png,negative
angry/clenching-teeth/im1546.png,negative
angry/clenching-teeth/im1628.png,negative
angry/clenching-teeth/im1659.png,negative
angry/clenching-teeth/im1684.png,negative
angry/clenching-teeth/im1686.png,negative
angry/clenching-teeth/im1695.png,negative
angry/clenching-teeth/im1703.png,negative
angry/clenching-teeth/im1732_2.png,negative
angry/clenching-teeth/im1752.png,negative
angry/clenching-teeth/im1801.png,negative
angry/clenching-teeth/im1822.png,negative
angry/clenching-teeth/im1833.png,negative
angry/clenching-teeth/im1852.png,negative
angry/clenching-teeth/im1919.png,negative
angry/clenching-teeth/im1922.png,negative
angry/clenching-teeth/im1933.png,negative
angry/clenching-teeth/im1956.png,negative
angry/clenching-teeth/im1990_2.png,negative
angry/clenching-teeth/im2025.png,negative
angry/clenching-teeth/im2030.png,negative
angry/clenching-teeth/im2071.png,negative
angry/clenching-teeth/im2091.png,negative
angry/clenching-teeth/im2114.png,negative
angry/clenching-teeth/im2152.png,negative
angry/clenching-teeth/im2172.png,negative
angry/clenching-teeth/im2189.png,negative
angry/clenching-teeth/im2209.png,negative
angry/clenching-teeth/im2276.png,negative
angry/clenching-teeth/im2293_2.png,negative
angry/clenching-teeth/im2313.png,negative
angry/clenching-teeth/im2330.png,negative
angry/clenching-teeth/im2390.png,negative
angry/clenching-teeth/im2404.png,negative
angry/clenching-teeth/im2405.png,negative
angry/clenching-teeth/im2412.png,negative
angry/clenching-teeth/im2418.png,negative
angry/clenching-teeth/im2476.png,negative
angry/clenching-teeth/im2486.png,negative
angry/clenching-teeth/im2506.png,negative
angry/clenching-teeth/im2550.png,negative
angry/clenching-teeth/im2558.png,negative
angry/clenching-teeth/im2573.png,negative
angry/clenching-teeth/im2580.png,negative
angry/clenching-teeth/im2660.png,negative
angry/clenching-teeth/im2660_2.png,negative
angry/clenching-teeth/im2746.png,negative
angry/clenching-teeth/im2757.png,negative
angry/clenching-teeth/im2769.png,negative
angry/clenching-teeth/im2777.png,negative
angry/clenching-teeth/im2780.png,negative
angry/clenching-teeth/im2785.png,negative
angry/clenching-teeth/im2786.png,negative
angry/clenching-teeth/im2802.png,negative
angry/clenching-teeth/im2839.png,negative
angry/clenching-teeth/im2866.png,negative
angry/clenching-teeth/im2888.png,negative
angry/clenching-teeth/im2894.png,negative
angry/clenching-teeth/im2897.png,negative
angry/clenching-teeth/im2902.png,negative
angry/clenching-teeth/im2910.png,negative
angry/clenching-teeth/im2997.png,negative
angry/clenching-teeth/im3003.png,negative
angry/clenching-teeth/im3087.png,negative
angry/clenching-teeth/im3092.png,negative
angry/clenching-teeth/im3107.png,negative
angry/clenching-teeth/im3167.png,negative
angry/clenching-teeth/im3176.png,negative
angry/clenching-teeth/im3200.png,negative
angry/clenching-teeth/im3205.png,negative
angry/clenching-teeth/im3253.png,negative
angry/clenching-teeth/im3271.png,negative
angry/clenching-teeth/im3286.png,negative
angry/clenching-teeth/im3294.png,negative
angry/clenching-teeth/im3306.png,negative
angry/clenching-teeth/im3309.png,negative
angry/clenching-teeth/im3368.png,negative
angry/clenching-teeth/im3389.png,negative
angry/clenching-teeth/im3406.png,negative
angry/clenching-teeth/im3410.png,negative
angry/clenching-teeth/im3435.png,negative
angry/clenching-teeth/im3467.png,negative
angry/clenching-teeth/im3485.png,negative
angry/clenching-teeth/im3495_2.png,negative
angry/clenching-teeth/im3501.png,negative
angry/clenching-teeth/im3502.png,negative
angry/clenching-teeth/im3515.png,negative
angry/clenching-teeth/im3516.png,negative
angry/clenching-teeth/im3528.png,negative
angry/clenching-teeth/im3530.png,negative
angry/clenching-teeth/im3577.png,negative
angry/clenching-teeth/im3670.png,negative
angry/clenching-teeth/im3678.png,negative
